100,500,1,80,549093,1,0,0,1,100,100
100,500,1,80,549093,1,0,0,1,500,100
100,500,1,80,549093,1,0,0,1,1000,100
100,500,1,80,549093,1,0,0,1,1100,100
100,500,1,80,549093,1,0,0,1,1200,100
100,500,1,80,549093,1,0,0,1,1500,100
100,500,1,80,549093,1,0,0,1,2000,100
100,500,1,80,549093,1,0,0,1,2100,100
100,500,1,80,549093,1,0,0,1,2200,100
100,500,1,80,549093,1,0,0,1,2500,100
100,500,1,80,549093,1,0,0,1,3000,100
1000,500,1,80,549093,1,0,0,1,100,1000
1000,500,1,80,549093,1,0,0,1,500,1000
1000,500,1,80,549093,1,0,0,1,1000,1000
1000,500,1,80,549093,1,0,0,1,1100,1000
1000,500,1,80,549093,1,0,0,1,1500,1000
1000,500,1,80,549093,1,0,0,1,2000,1000
1000,500,1,80,549093,1,0,0,1,2100,1000
1000,500,1,80,549093,1,0,0,1,2500,1000
1000,500,1,80,549093,1,0,0,1,3000,1000
1000,500,1,80,549093,1,0,0,1,3100,1000
10000,500,1,80,549093,1,0,0,1,100,10000
10000,500,1,80,549093,1,0,0,1,500,10000
10000,500,1,80,549093,1,0,0,1,1000,10000
10000,500,1,80,549093,1,0,0,1,1500,10000
10000,500,1,80,549093,1,0,0,1,2000,10000
10000,500,1,80,549093,1,0,0,1,2500,10000
10000,500,1,80,549093,1,0,0,1,3000,10000
10000,500,1,80,549093,1,0,0,1,3500,10000
10000,500,1,80,549093,1,0,0,1,4000,10000
10000,500,1,80,549093,1,0,0,1,4500,10000
100,500,10,80,549093,1,0,0,1,100,100
100,500,10,80,549093,1,0,0,1,500,100
100,500,10,80,549093,1,0,0,1,1000,100
100,500,10,80,549093,1,0,0,1,1500,100
100,500,10,80,549093,1,0,0,1,2000,100
100,500,10,80,549093,1,0,0,1,2500,100
100,500,10,80,549093,1,0,0,1,3000,100
100,500,10,80,549093,1,0,0,1,3500,100
100,500,10,80,549093,1,0,0,1,4000,100
100,500,10,80,549093,1,0,0,1,4500,100
1000,500,10,80,549093,1,0,0,1,100,1000
1000,500,10,80,549093,1,0,0,1,500,1000
1000,500,10,80,549093,1,0,0,1,1000,1000
1000,500,10,80,549093,1,0,0,1,1500,1000
1000,500,10,80,549093,1,0,0,1,2000,1000
1000,500,10,80,549093,1,0,0,1,2500,1000
1000,500,10,80,549093,1,0,0,1,3000,1000
1000,500,10,80,549093,1,0,0,1,3500,1000
1000,500,10,80,549093,1,0,0,1,4000,1000
1000,500,10,80,549093,1,0,0,1,4500,1000
10000,500,10,80,549093,1,0,0,1,100,10000
10000,500,10,80,549093,1,0,0,1,500,10000
10000,500,10,80,549093,1,0,0,1,1000,10000
10000,500,10,80,549093,1,0,0,1,1500,10000
10000,500,10,80,549093,1,0,0,1,2000,10000
10000,500,10,80,549093,1,0,0,1,2500,10000
10000,500,10,80,549093,1,0,0,1,3000,10000
10000,500,10,80,549093,1,0,0,1,3500,10000
10000,500,10,80,549093,1,0,0,1,4000,10000
10000,500,10,80,549093,1,0,0,1,4500,10000
100,500,100,80,549093,1,0,0,1,100,100
100,500,100,80,549093,1,0,0,1,500,100
100,500,100,80,549093,1,0,0,1,1000,100
100,500,100,80,549093,1,0,0,1,1500,100
100,500,100,80,549093,1,0,0,1,2000,100
100,500,100,80,549093,1,0,0,1,2500,100
100,500,100,80,549093,1,0,0,1,3000,100
100,500,100,80,549093,1,0,0,1,3500,100
100,500,100,80,549093,1,0,0,1,4000,100
100,500,100,80,549093,1,0,0,1,4500,100
1000,500,100,80,549093,1,0,0,1,100,1000
1000,500,100,80,549093,1,0,0,1,500,1000
1000,500,100,80,549093,1,0,0,1,1000,1000
1000,500,100,80,549093,1,0,0,1,1500,1000
1000,500,100,80,549093,1,0,0,1,2000,1000
1000,500,100,80,549093,1,0,0,1,2500,1000
1000,500,100,80,549093,1,0,0,1,3000,1000
1000,500,100,80,549093,1,0,0,1,3500,1000
1000,500,100,80,549093,1,0,0,1,4000,1000
1000,500,100,80,549093,1,0,0,1,4500,1000
10000,500,100,80,549093,1,0,0,1,100,10000
10000,500,100,80,549093,1,0,0,1,500,10000
10000,500,100,80,549093,1,0,0,1,1000,10000
10000,500,100,80,549093,1,0,0,1,1500,10000
10000,500,100,80,549093,1,0,0,1,2000,10000
10000,500,100,80,549093,1,0,0,1,2500,10000
10000,500,100,80,549093,1,0,0,1,3000,10000
10000,500,100,80,549093,1,0,0,1,3500,10000
10000,500,100,80,549093,1,0,0,1,4000,10000
10000,500,100,80,549093,1,0,0,1,4500,10000
